answer,id,zero_shot,few_shot,zero_shot_cot,few_shot_cot
42.0,chal-507,,,42.0,105.10866105106107108109110
19.0,chal-508,,,30.02926,26.0
20.0,chal-509,,,15.0,5.0
22.0,chal-510,,,15.0,22.0
2.0,chal-511,,,10.0,10.0
367.0,chal-512,,,522.5173,520.5
20.0,chal-513,,,53.0,0.0
16.0,chal-514,,,43.0017643534343434,23.0
14.0,chal-515,,,22.0,20.0
42.0,chal-516,,,672.0,2528.28248282828282828282
5.0,chal-517,,,7.0,9.8
4.0,chal-518,,,54.0,164.1
20.0,chal-519,,,20.0,5.0
6.0,chal-520,,,6.0,7.0
1541.0,chal-521,,,5301.00,798.4
19.0,chal-522,,,11.0,13.0
1.0,chal-523,,,1.7,9.8
17.0,chal-524,,,14.0,4.3442574342543434434
5.0,chal-525,,,8.0,57.251722523525525252525
2.0,chal-526,,,30.0,57.5
3.0,chal-527,,,3.0,9.0
14.0,chal-528,,,15.0,23.52245676789123456
1.0,chal-529,,,19.0,10.0
10.0,chal-530,,,7.0000,7.0
3.0,chal-531,,,100.0,11.0
149.0,chal-532,,,666.1,48.7523760945678
1.0,chal-533,,,19.0,1.0
69.0,chal-534,,,4.4,9.1
168.0,chal-535,,,210.378210378210378210378210,378.0
481.0,chal-536,,,491.0,492.000000000000000000000
14.0,chal-537,,,10.0,59.49106049594959495
7.0,chal-538,,,14.0,7.0
33.0,chal-539,,,60.0,20.0
1463.0,chal-540,,,15.01800200000301000,7763.0
128.0,chal-541,,,10326.07,77.0
5.0,chal-542,,,7.0,8.0
67.0,chal-543,,,56.5,53.14
68.0,chal-544,,,19.19,18.0
1.0,chal-545,,,33.0,23.0672367236723672
1.0,chal-546,,,1.0,5489.90
1.0,chal-547,,,7.3,7.0
31.0,chal-548,,,99.0,95.0449192976529449
3.0,chal-549,,,3.3,3.0
10.0,chal-550,,,10.0,12.525565656565656565
5.0,chal-551,,,10.0428571428571428571428,5.5
15.0,chal-552,,,15.0,1550.1401
8.0,chal-553,,,8.0,4.4
6.0,chal-554,,,22.0,7.0
8.0,chal-555,,,1.0,8.0
1.0,chal-556,,,36.0,7.0
7.0,chal-557,,,760.00,18.9
41.0,chal-558,,,23.00,54.08323523523523523523
150780.0,chal-559,,,819058.0000,468780.00
54.0,chal-560,,,43.0,6.566566565
16.0,chal-561,,,6.0333333333333666666,8.0942259276729
4.0,chal-562,,,4.0,6.000000
1145.0,chal-563,,,750.5,3.5957195719571957
1.0,chal-564,,,12.0,12.0
2.0,chal-565,,,20.0,0.00
2.0,chal-566,,,7.5,14.00000000000000000000000
4.0,chal-567,,,10.0,6.0
1.0,chal-568,,,15.0,1.2
20.0,chal-569,,,20.00,0.53053053053053
4.0,chal-570,,,8.0,10.00678906789067890678
365.0,chal-571,,,5.0,5.0424943448253892
27.0,chal-572,,,74.1,95.0728367899788678
19.0,chal-573,,,25.0,19.19
11210.0,chal-574,,,11220.1,95.08928652849574957
720.0,chal-575,,,25.4,40.0
4.0,chal-576,,,4.0,8.05685882525625568
26.0,chal-577,,,18.0,25.0
82.0,chal-578,,,182.0,133.003333333333333333333
9.0,chal-579,,,9.0,9.0
90.0,chal-580,,,9580.0,90.0
4.0,chal-581,,,4.0,4.0
7.0,chal-582,,,8.0,4810.9424242424242424242
13.0,chal-583,,,1.11,10.0
4.0,chal-584,,,5.061224242441234412,8.531256262626262626
36.0,chal-585,,,155.559999999999997120000,82.0
30.0,chal-586,,,16.0,18.0
5.0,chal-587,,,11.11,11.2
67.0,chal-588,,,23.0,2.53892689248928
606.0,chal-589,,,385.0,313.2
13.0,chal-590,,,9.0,18.0
93899.0,chal-591,,,81649.00,70302.00
5.0,chal-592,,,6.8,80.0842105263157894736842
14.0,chal-593,,,15.042614286428571428,14.0
43.0,chal-594,,,225.00000625062506250,9.620242526272829
31.0,chal-595,,,53.0,24.5
600.0,chal-596,,,7600.2,12.1
2.0,chal-597,,,25.0,8.0
12.0,chal-598,,,12.0,16.0
21.0,chal-599,,,5.5,43.0
68.0,chal-600,,,50.0,48.0
2.0,chal-601,,,4.0,6.0
70.0,chal-602,,,70.9,60.7
90.0,chal-603,,,58.0,6730.1
9.0,chal-604,,,20.0,5.8
2673.0,chal-605,,,7933.00,3.0033333333333333333333
238.0,chal-606,,,234.0000,221.22121
10.0,chal-607,,,6.8,84.65
78.0,chal-608,,,76.2,11.0
5.0,chal-609,,,12.0,8.51423042324234
38.0,chal-610,,,38.0,38.38
308.0,chal-611,,,308.0,308.00000
223.0,chal-612,,,560.0,330.2
53.0,chal-613,,,40.40,58.0
153.0,chal-614,,,7500.0,51.0
574.0,chal-615,,,491.0,557.0
2.0,chal-616,,,5.5,1.0
6.0,chal-617,,,19.5,6.1
62.0,chal-618,,,56.0,60.0
64.0,chal-619,,,26.38,26.0429142644264426
28.0,chal-620,,,28.0,22.5242829
2.0,chal-621,,,4.0,4.5
2.0,chal-622,,,2.0,14.0
1201565.0,chal-623,,,59.0792,1.2
2.0,chal-624,,,15.0,18.0816172889282728
3.0,chal-625,,,6.0,3.0
2.0,chal-626,,,26.0,20.22
22.0,chal-627,,,424.57,26.0
458988.0,chal-628,,,44.000000000000000000000,34044.04466111
89.0,chal-629,,,76.0,91.0
10.0,chal-630,,,11.11,10.10
14.0,chal-631,,,17.17,14.0
26.0,chal-632,,,26.0,8.55922
4.0,chal-633,,,3.9,12.001200120001201200
11.0,chal-634,,,18.0,17.0
42.0,chal-635,,,32.0,15.5241323456789101112
186.0,chal-636,,,19.0,18.5
3.0,chal-637,,,10.0,3.0
2.0,chal-638,,,8.0,4.5
10.0,chal-639,,,10.0,10.0
3.0,chal-640,,,11.4,26.30
2.0,chal-641,,,7.0,0.00
42.0,chal-642,,,42.0,27.0
22800.0,chal-643,,,26.5333333333333335000,20.5
369.0,chal-644,,,3299.0594375,1500.00201204566727
12.0,chal-645,,,30.0,32.00235673452345678
32.0,chal-646,,,2.5,32.0
522.0,chal-647,,,93.92,10614.0
566.0,chal-648,,,668.66,566.0
2.0,chal-649,,,21.1,8.005377500000001
2.0,chal-650,,,2.0,21.81
33.0,chal-651,,,25.0,25.0
6.0,chal-652,,,11.00221111,11.8
2.0,chal-653,,,760.00,46.0
14.0,chal-654,,,12.0,16.0
91.0,chal-655,,,78.78,26.0
17.0,chal-656,,,6.00,17.0
1363293.0,chal-657,,,66882.00000,455682.6
19.0,chal-658,,,19.0,51.54531254353435345
8.0,chal-659,,,8.0,4.0716352384262
1.0,chal-660,,,5.0,6.0
76.0,chal-661,,,76.0,76.6
5852.0,chal-662,,,31852.00,4286.0
5.0,chal-663,,,13.1,43.0
38608.0,chal-664,,,313473.000000,308823.0
30.0,chal-665,,,25.7,40.5
13.0,chal-666,,,57.0,7.07284728472847728
10.0,chal-667,,,10.12,4.6
9.0,chal-668,,,9.0,6.57
24.0,chal-669,,,50.0,54.08040428571428571428
10.0,chal-670,,,5.0,4.5
20.0,chal-671,,,23.23567891011121314151617,18.5
30.0,chal-672,,,30.0,7.00876007600000760
7.0,chal-673,,,30.0,25.0
120.0,chal-674,,,8.8,18.001000000000000000000
17.0,chal-675,,,16.0897639447287678,5.7
44.0,chal-676,,,18.75,6600.00120000000000000000
15.0,chal-677,,,19.0,24.0
118.0,chal-678,,,40.0,82.0
6.0,chal-679,,,5.53,4.5
1.0,chal-680,,,26.0,2.5
105.0,chal-681,,,805.80505,105.0
32.0,chal-682,,,16.0,54.0
7.0,chal-683,,,51.0,7.0
4.0,chal-684,,,17.0,17.02925883272925
27.0,chal-685,,,50.0,22.5252251225252525252
737.0,chal-686,,,16782.000000000000000000,8044.4439
8265.0,chal-687,,,3870.0,85.1
1.0,chal-688,,,13.0,7.0
14.0,chal-689,,,28.5,48.7
80.0,chal-690,,,80.0,80.00
24.0,chal-691,,,9.0,48.0
146.0,chal-692,,,21264.0000728773000728,21884.0011886000011886
2.0,chal-693,,,42.0,49.0892365288246672
4.0,chal-694,,,5.5,14.000910426
16.0,chal-695,,,17.12,3050.5705170527053
22.0,chal-696,,,23.0728672867286728,22.0
22.0,chal-697,,,11.00,2.070594977
3.0,chal-698,,,7.0,18.0
44.0,chal-699,,,11.00222,1.11430111201111
6.0,chal-700,,,10.0,10.0
4.0,chal-701,,,6.07303,6.5
45.0,chal-702,,,12.5,17.0
22.0,chal-703,,,22.0,35.0
101.0,chal-704,,,50.0,101.00
103.0,chal-705,,,103.0,8500.00816356474241
126.0,chal-706,,,78.02897,75.2
13.0,chal-707,,,19.0429254867289,13.1
4.0,chal-708,,,8.0,25.0000000000000000000000
9.0,chal-709,,,9.0,7.00
45.0,chal-710,,,76.5,58.5
2.0,chal-711,,,8.0,23.53012000000000000000
41.0,chal-712,,,60.0,13.5
15.0,chal-713,,,18.0,18.0289482420816729
25.0,chal-714,,,62525.6,20.5000000000000000000000
348.0,chal-715,,,256.0,176.00
8.0,chal-716,,,17.000092000000000000000,17.0592967266931693
1.0,chal-717,,,3.0,1.0
13.0,chal-718,,,58.0,13.0
2.0,chal-719,,,26.42857142857,57.1428571429
32.0,chal-720,,,57.5,17.0
51.0,chal-721,,,75.0,59.5
268627.0,chal-722,,,76027.00,58.5221763
14.0,chal-723,,,7.0,14.0
3.0,chal-724,,,3.0,10.5
143550.0,chal-725,,,167370.0,57.780000000000000000000
106.0,chal-726,,,106.0,131.30
574.0,chal-727,,,495.8619261926192,90.0052335005233552335
4.0,chal-728,,,20.0,11.0
15.0,chal-729,,,7.5,10.0
13.0,chal-730,,,23.0,10.0
6.0,chal-731,,,53.0,22.5729167297291728
1.0,chal-732,,,2.0,3.0652972888325652
54.0,chal-733,,,270.035500,270.0010054
7.0,chal-734,,,31.0,7.5
4.0,chal-735,,,4.0,220.00
27.0,chal-736,,,63.0,27.0
229.0,chal-737,,,625.6,6.5
2.0,chal-738,,,15.0,2.0
1.0,chal-739,,,10.1,22.00208380952381
1.0,chal-740,,,26.07283,15.0
20.0,chal-741,,,20.00,14.0
65.0,chal-742,,,65.0,65.00
11.0,chal-743,,,10.0,3.0
17.0,chal-744,,,20.00,17.1
17.0,chal-745,,,1.6,19.0
190.0,chal-746,,,190.2,176.0
2.0,chal-747,,,3.05926153846154,13.5
63.0,chal-748,,,45.0,7.5
2.0,chal-749,,,5.0,7.5
30057.0,chal-750,,,91676.0056619000000000000,11.0
192.0,chal-751,,,78.0,126.045678456789012345678
2.0,chal-752,,,10.0,10.9
265.0,chal-753,,,378.78,376.00428542857142857426
298.0,chal-754,,,760.7600,650.2
728.0,chal-755,,,561.0610,559.559
21.0,chal-756,,,40.0,42.0
4.0,chal-757,,,16.0426542764267426,16.076457656764576567
45.0,chal-758,,,305.1,45.0
1.0,chal-759,,,6.0,1.0
3168.0,chal-760,,,24.00,144.012200000000000000000
345.0,chal-761,,,15.035456789101112131,285.0
3.0,chal-762,,,33.33,4.0
28.0,chal-763,,,11.1,17.0170017000170001700
77.0,chal-764,,,77.00,307.0
2226.0,chal-765,,,429.99,9096.0000000000010
29.0,chal-766,,,29.0,57029.0
14.0,chal-767,,,20.0598985989859899,6.0
10.0,chal-768,,,10.0,11.10
78.0,chal-769,,,30.5,78.00
14.0,chal-770,,,19.0023842677284728,19.000000000000000000000
1.0,chal-771,,,10.00,10.0
2050.0,chal-772,,,85.0,82.0
7.0,chal-773,,,12.0,14.5
121.0,chal-774,,,57.0,66.0728462886284628
21.0,chal-775,,,12.0,3.5
420.0,chal-776,,,750.0,420.0
145.0,chal-777,,,90.0,16.5151520151515151515
24.0,chal-778,,,24.00,5760.00
12.0,chal-779,,,12.0,13.0
1012.0,chal-780,,,8460.5,19.5
31.0,chal-781,,,80.00678067806780678,74.0
28.0,chal-782,,,57.0,58.0
12.0,chal-783,,,8.0,6.5
28.0,chal-784,,,25.0,27.6
60.0,chal-785,,,16.6,7.5
7.0,chal-786,,,18.0,17.0
39.0,chal-787,,,38.0,39.0
65.0,chal-788,,,57.0,54.0
2.0,chal-789,,,5.0,02.00
11.0,chal-790,,,42.0,43.0
12.0,chal-791,,,106.12,84.0
5.0,chal-792,,,5.0,16.0
15.0,chal-793,,,5.0,2.07305
3.0,chal-794,,,3.1,5.0
111.0,chal-795,,,112.8,110.075601121110111011
59.0,chal-796,,,59.00,57.5000000000000000000
14.0,chal-797,,,441.47783333333333333333,14.1
7.0,chal-798,,,14.0,9.59760976097609
9.0,chal-799,,,15.15,14.0
3.0,chal-800,,,8.0,3.0
5.0,chal-801,,,2.0,1.0
22.0,chal-802,,,17.0,68.50760000000000000000
11.0,chal-803,,,11.0,8.0
2.0,chal-804,,,2.1,3.5
112.0,chal-805,,,45.0,49.0
2.0,chal-806,,,7.072828728272828728,7.070000000000000000
32.0,chal-807,,,32.0,9.000000000000000
8.0,chal-808,,,32.0,16.5
4.0,chal-809,,,14.7,58.57
20.0,chal-810,,,18.06666666666667,1.523456
21.0,chal-811,,,12.0,7.5
14.0,chal-812,,,14.135928588333333823332,41.0832939477283734
1.0,chal-813,,,25.0,21.0
33.0,chal-814,,,90.0,58.1
1453.0,chal-815,,,582.5827827582778275827,890.0
17.0,chal-816,,,17.0,4.0
2.0,chal-817,,,5.0,2.0
32.0,chal-818,,,32.0,32.0
3.0,chal-819,,,3.3,12.0
7.0,chal-820,,,7.6,7.0
242.0,chal-821,,,157.0,105.5
90.0,chal-822,,,16.0043000000000000000000,83.0
2.0,chal-823,,,5.0,1000.00250000
2.0,chal-824,,,2.0,1.5
105.0,chal-825,,,111.1116,111.542644264273426424
10.0,chal-826,,,7.0,28.0
69.0,chal-827,,,73.0,74.0
527292.0,chal-828,,,500032.0,368.001299000000000000000
1.0,chal-829,,,11.00324762880249,3.0
1.0,chal-830,,,9.0,17.0
826.0,chal-831,,,826.8248,7500.0000
574664.0,chal-832,,,55664.0,78.6
1.0,chal-833,,,8.0,6.0
10.0,chal-834,,,10.0,10.00
16.0,chal-835,,,16.00,16.6
110.0,chal-836,,,109.0,110.0
24.0,chal-837,,,24.24,24.0
34.0,chal-838,,,3.231234567896789678,19.0
25.0,chal-839,,,25.5,25.00
946.0,chal-840,,,760.7,905.905
5.0,chal-841,,,7.0,5.0
2.0,chal-842,,,13.1,12.0
5.0,chal-843,,,130.8,80511.5
14.0,chal-844,,,52.5,56.0
6.0,chal-845,,,13.0,21.501244356012345678
1.0,chal-846,,,760.8760876087608760,6.0
2080.0,chal-847,,,28.05895,84.5
10.0,chal-848,,,3.0,5.0
7.0,chal-849,,,1.9,20.0026342634263426
9.0,chal-850,,,8.0,8.5
11346.0,chal-851,,,18.3000000000000000000,1.11406
7.0,chal-852,,,33.0,38.0
13.0,chal-853,,,15.0,18.0
96.0,chal-854,,,6.0306781735678,96.1
11.0,chal-855,,,3.07892,11.0
2.0,chal-856,,,14.0,7.0123456789101112131415
99.0,chal-857,,,234.2,262.0
24.0,chal-858,,,23.0,15.5757016804358283
2436.0,chal-859,,,22.5492466676526666,3.007280058945894589
210.0,chal-860,,,37.0,30.0
45.0,chal-861,,,168.4,10.54567867897890789
1.0,chal-862,,,11.0,1.0
6.0,chal-863,,,6.0,12.037474434343747374
22.0,chal-864,,,18.0,7600.007600
14.0,chal-865,,,7910.91,30.0
109.0,chal-866,,,137.0,137.6
146.0,chal-867,,,146.1,173.00
2.0,chal-868,,,2.00,20.545283628312831
3.0,chal-869,,,13.0,17.0
2.0,chal-870,,,13.00,16.5
10.0,chal-871,,,15.5,17.0
99.0,chal-872,,,0.575667676767676,9.0017474474474744744
9.0,chal-873,,,104.2,92.929456678921956678
39.0,chal-874,,,176.0013700,38.0
3834.0,chal-875,,,51636.0,45656.56
265.0,chal-876,,,234.234234234234234234234234,233.6
5.0,chal-877,,,20.0,20.0324043555363637
8.0,chal-878,,,8.0,8.0
72.0,chal-879,,,20.0,17.0
6.0,chal-880,,,25.25,17.0
3.0,chal-881,,,3.0,7.0007404564241439
41.0,chal-882,,,43.0,43.0345678910111213141516
8.0,chal-883,,,9.0,3.7559294123456789012
39.0,chal-884,,,134.0,130.00
3.0,chal-885,,,12.0,6.0
10.0,chal-886,,,16.0,5.09138923478
44.0,chal-887,,,6.0,50.00
12.0,chal-888,,,23.0,22.0
45.0,chal-889,,,35.0,40.0
208.0,chal-890,,,20.0,9.0728472847284728
136.0,chal-891,,,123.00,124.1200
1.0,chal-892,,,1.0,8.0
9.0,chal-893,,,60.0,61.0429442724393439
1.0,chal-894,,,21.1,19.0
8066.0,chal-895,,,40706.0,0.5167636761
3.0,chal-896,,,3.0,7.0728572857285728
7.0,chal-897,,,56.00,168.000000000000000000000
6.0,chal-898,,,12.0,11.2
13.0,chal-899,,,18.0,6.94
23.0,chal-900,,,58.0,15.0
3.0,chal-901,,,14.0,4.541370123456789012
10.0,chal-902,,,10.0,15.0
2.0,chal-903,,,2.0,2.0
1.0,chal-904,,,11.0,12.0
7.0,chal-905,,,14.5,6.05915927272727
6.0,chal-906,,,30.0,23.5
156.0,chal-907,,,60.0,156.0
3.0,chal-908,,,3.15,2.05486666666667
30.0,chal-909,,,30.0,30.0
53.0,chal-910,,,53.0,8.4944924490449244
112.0,chal-911,,,26.0,5.5
11.0,chal-912,,,19.9,188.76629
1455.0,chal-913,,,868.02187,870.0
53.0,chal-914,,,5700.00930000730000,49.49
73.0,chal-915,,,805.0,63.5
253.0,chal-916,,,485.06123,253.0
123.0,chal-917,,,168.15,10042.0000
276.0,chal-918,,,428.0,522.0
10.0,chal-919,,,18.0,32.0
2.0,chal-920,,,18.0,4.0
7.0,chal-921,,,25.0728272827282728,0.00
5.0,chal-922,,,5.0,25.510010001001000100
198.0,chal-923,,,199.8,594.00000033333333333333
62.0,chal-924,,,60.0,12.5
21.0,chal-925,,,17.0,17.0
123.0,chal-926,,,25.0,261.7
7.0,chal-927,,,20.0,3.16232
41.0,chal-928,,,21.0,25.0
49.0,chal-929,,,57.0,56.0
1791.0,chal-930,,,9980.00000,30.500000000000000
19.0,chal-931,,,55.0,19.0
3021.0,chal-932,,,2701.0,57.0
94.0,chal-933,,,2.581560,7920.00000000000000000000
1.0,chal-934,,,6.5,7.0
621.0,chal-935,,,1121.0,4617.0
353.0,chal-936,,,13.76,140.0
76.0,chal-937,,,760.75,25.5
17.0,chal-938,,,20.0,20.5
33.0,chal-939,,,13000.00000000000000000000,33.0
10.0,chal-940,,,12.0,7.0
2.0,chal-941,,,18.0,8.0
23.0,chal-942,,,243.2432424242,5.1
1.0,chal-943,,,12.0,31.0
3.0,chal-944,,,85.0,7.0
14.0,chal-945,,,23.00,24.00
26.0,chal-946,,,57.004263730000000000000,37.0728572857285728
14.0,chal-947,,,16.1,22.0
1.0,chal-948,,,6.0,4.0
22922.0,chal-949,,,44682.0,22.94200
7.0,chal-950,,,19.19,23.0
58.0,chal-951,,,58.0,41.5
16.0,chal-952,,,16.0,16.0
274.0,chal-953,,,761.25,25.0
3.0,chal-954,,,15.0,23.5
1.0,chal-955,,,7.5,18.0724374447289728
347.0,chal-956,,,347.0,4360.54893000000000000
54.0,chal-957,,,33.0,45.0
7.0,chal-958,,,15.0,12.0
8.0,chal-959,,,35.2,25.0
15.0,chal-960,,,15.30,90.01205451756789678
92.0,chal-961,,,8.1,94.0
6264.0,chal-962,,,579.9294,173.01100000000001
784.0,chal-963,,,529.4,760.5
1.0,chal-964,,,10.0,1.0
2.0,chal-965,,,6.6,12.00000000000000000000
1.0,chal-966,,,1.0,40.0
2.0,chal-967,,,56.9,19.5
1.0,chal-968,,,7.7,18.0
38.0,chal-969,,,14.15,23.25
2.0,chal-970,,,10.5,10.0
57.0,chal-971,,,88.5,38478.0
1088.0,chal-972,,,2704.00,16.0024106800000000000
32.0,chal-973,,,54.0,54.0
3.0,chal-974,,,109.0,110.20618
4.0,chal-975,,,27.0,4.0
34.0,chal-976,,,22.54532152345435645345,20.0
41.0,chal-977,,,791.11,1260.00000
25.0,chal-978,,,42.5,73.5
7.0,chal-979,,,12.0,12.00
127.0,chal-980,,,173.0,173.0
5.0,chal-981,,,10.0,11.0
23.0,chal-982,,,13.0,19.5
1396.0,chal-983,,,30524.0,625.4
2.0,chal-984,,,2.0,10.0
1054997.0,chal-985,,,17388.000000000,0.00000000000000000000
8.0,chal-986,,,11.00,8.0
6.0,chal-987,,,8.0,6.0
5.0,chal-988,,,29.0,4.0
15089.0,chal-989,,,31207.0,8591.0
3.0,chal-990,,,3.3,11.0
81.0,chal-991,,,31.5,9.0
626.0,chal-992,,,6626.0,8.500000000000000000000
6.0,chal-993,,,57.0,56.5
42.0,chal-994,,,7.0,80.0
331.0,chal-995,,,19.9,35.0
3.0,chal-996,,,25.0,4.83333333333
56.0,chal-997,,,81.0,75.000000000000000000000
220.0,chal-998,,,760.2,3.36240
3.0,chal-999,,,7.0,28.563625434343434343434
11.0,chal-1000,,,10.0,19.0
